	PeakID (cmd=annotatePeaks.pl data/GSM816655_hg19_wgEncodeOpenChromDnaseK562PkV2.narrowPeak hg19 -gtf ref_files/gencode.v41.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
19557	chrX.980	chrX	48827959	48829162	+	836		promoter-TSS (ENST00000338270.1)	protein_coding-promoter-TSS (ENST00000338270.1)	-313	ENST00000338270.1	ENSG00000187682	ENST00000338270			ERAS			protein_coding
19559	chr7.5173	chr7	142562765	142564552	+	836		promoter-TSS (ENST00000617347.1)	TR_V_gene-promoter-TSS (ENST00000617347.1)	-82	ENST00000617347.1	ENSG00000276953	ENST00000617347			TRBV12-4			TR_V_gene
19560	chr1.7348	chr1	95508871	95509395	+	836		promoter-TSS (ENST00000440116.2)	lncRNA-promoter-TSS (ENST00000440116.2)	-926	ENST00000653589.1	ENSG00000228971	ENST00000665349			LINC02607			lncRNA
19565	chr11.4213	chr11	74170574	74171436	+	836		promoter-TSS (ENST00000313663.11)	protein_coding-promoter-TSS (ENST00000313663.11)	-3	ENST00000681291.1	ENSG00000168014	ENST00000542484			C2CD3			protein_coding
19567	chr1.12049	chr1	226890861	226891534	+	836		TTS (ENST00000676840.1)	protein_coding-TTS (ENST00000676840.1)	631	ENST00000487450.1	ENSG00000143801	ENST00000676616			PSEN2			protein_coding
19568	chr1.11354	chr1	207823294	207823807	+	836		promoter-TSS (ENST00000487977.2)	lncRNA-promoter-TSS (ENST00000487977.2)	647	ENST00000685957.2	ENSG00000289071	ENST00000685957			ENSG00000289071			lncRNA
19571	chr21.451	chr21	36398901	36399744	+	836		promoter-TSS (ENST00000481458.1)	protein_coding-promoter-TSS (ENST00000481458.1)	-180	ENST00000481458.1	ENSG00000159259	ENST00000314103			CHAF1B			protein_coding
19572	chr15.2547	chr15	77926713	77927279	+	836		promoter-TSS (ENST00000562938.6)	transcribed_unprocessed_pseudogene-promoter-TSS (ENST00000562938.6)	-150	ENST00000567226.1	ENSG00000260776	ENST00000568307			GOLGA6FP			transcribed_unprocessed_pseudogene
19588	chr6.1283	chr6	27652030	27652706	+	835		TTS (ENST00000404273.2)	processed_pseudogene-TTS (ENST00000404273.2)	457	ENST00000404273.2	ENSG00000216676	ENST00000404273			RPL8P1			processed_pseudogene
19593	chr19.141	chr19	820979	822656	+	835		exon (ENST00000519502.2, exon 1 of 3)	protein_coding-exon (ENST00000519502.2, exon 1 of 3)	135	ENST00000359894.6	ENSG00000129951	ENST00000359894			PLPPR3			protein_coding
19597	chr2.5647	chr2	177355816	177356476	+	835		intron (ENST00000699508.1, intron 1 of 1)	lncRNA-intron (ENST00000397057.6, intron 1 of 8)	603	ENST00000699350.1	ENSG00000116044	ENST00000458603			NFE2L2			protein_coding
19607	chr15.1052	chr15	49169918	49170913	+	835		promoter-TSS (ENST00000559454.5)	protein_coding-intron (ENST00000560138.5, intron 1 of 6)	-63	ENST00000559454.5	ENSG00000156958	ENST00000559883			GALK2			protein_coding
19608	chr20.149	chr20	1946201	1946759	+	835		promoter-TSS (ENST00000446562.1)	lncRNA-promoter-TSS (ENST00000446562.1)	-766	ENST00000446562.1	ENSG00000233896	ENST00000446562			PDYN-AS1			lncRNA
19618	chr18.301	chr18	9885369	9886090	+	834		promoter-TSS (ENST00000306084.6)	protein_coding-promoter-TSS (ENST00000306084.6)	-37	ENST00000536353.2	ENSG00000168454	ENST00000536353			TXNDC2			protein_coding
19624	chr16.1734	chr16	21531378	21532129	+	834		promoter-TSS (ENST00000613759.1)	lncRNA-promoter-TSS (ENST00000613759.1)	-612	ENST00000613759.1	ENSG00000273956	ENST00000613759			ENSG00000273956			lncRNA
19626	chr11.2160	chr11	46373559	46374271	+	834		promoter-TSS (ENST00000524869.1)	protein_coding-promoter-TSS (ENST00000524869.1)	-514	ENST00000524869.1	ENSG00000149091	ENST00000454345			DGKZ			protein_coding
19637	chr19.1091	chr19	4830787	4832048	+	834		intron (ENST00000248244.6, intron 1 of 1)	protein_coding-intron (ENST00000248244.6, intron 1 of 1)	295	ENST00000248244.6	ENSG00000127666	ENST00000248244			TICAM1			protein_coding
19638	chr15.2147	chr15	73997074	73997750	+	834		promoter-TSS (ENST00000564725.1)	protein_coding-promoter-TSS (ENST00000564725.1)	-612	ENST00000564725.1	ENSG00000140464	ENST00000566068			PML			protein_coding
19640	chr2.2812	chr2	74197879	74198472	+	834		promoter-TSS (ENST00000394053.7)	protein_coding-promoter-TSS (ENST00000394053.7)	385	ENST00000624835.2	ENSG00000279070	ENST00000624835			ENSG00000279070			lncRNA
19644	chr19.3572	chr19	34836747	34837211	+	834		promoter-TSS (ENST00000600348.2)	lncRNA-promoter-TSS (ENST00000600348.2)	-910	ENST00000600348.2	ENSG00000269086	ENST00000600348			LINC02965			lncRNA
19671	chr19.1846	chr19	10922280	10923109	+	834		TTS (ENST00000344150.8)	protein_coding-TTS (ENST00000344150.8)	923	ENST00000591872.1	ENSG00000130733	ENST00000589971			YIPF2			protein_coding
19677	chr14.41	chr14	21093383	21093990	+	834		exon (ENST00000553296.1, exon 1 of 2)	protein_coding-exon (ENST00000553296.1, exon 1 of 2)	142	ENST00000553296.1	ENSG00000165804	ENST00000556944			ZNF219			protein_coding
19688	chr1.58	chr1	940210	941097	+	833		promoter-TSS (ENST00000474461.1)	protein_coding-promoter-TSS (ENST00000474461.1)	307	ENST00000478729.1	ENSG00000187634	ENST00000618181			SAMD11			protein_coding
19695	chr6.1705	chr6	31657974	31658940	+	833		TTS (ENST00000375916.4)	protein_coding-TTS (ENST00000375916.4)	128	ENST00000422049.1	ENSG00000227198	ENST00000422049			C6orf47-AS1			lncRNA
19698	chr4.3054	chr4	152665744	152666220	+	833		promoter-TSS (ENST00000515789.1)	lncRNA-promoter-TSS (ENST00000515789.1)	-386	ENST00000515789.1	ENSG00000248571	ENST00000515789			ENSG00000248571			lncRNA
19707	chr19.3633	chr19	35536459	35536996	+	833		promoter-TSS (ENST00000585510.1)	protein_coding-promoter-TSS (ENST00000585510.1)	-56	ENST00000585510.1	ENSG00000105679	ENST00000585510			GAPDHS			protein_coding
19709	chr20.3344	chr20	62012881	62013998	+	833		promoter-TSS (ENST00000609045.1)	protein_coding-promoter-TSS (ENST00000609045.1)	-556	ENST00000609045.1	ENSG00000130699	ENST00000608887			TAF4			protein_coding
19721	chr17.1625	chr17	29042120	29042540	+	833		promoter-TSS (ENST00000323372.9)	protein_coding-promoter-TSS (ENST00000323372.9)	-811	ENST00000323372.9	ENSG00000179761	ENST00000578748			PIPOX			protein_coding
19736	chr12.1401	chr12	49367104	49368465	+	833		intron (ENST00000549375.5, intron 1 of 4)	protein_coding-intron (ENST00000321898.10, intron 1 of 12)	237	ENST00000547865.5	ENSG00000123352	ENST00000551540			SPATS2			protein_coding
19744	chr19.5752	chr19	51597919	51598376	+	832		promoter-TSS (ENST00000596210.1)	transcribed_processed_pseudogene-promoter-TSS (ENST00000596210.1)	-399	ENST00000596210.1	ENSG00000269388	ENST00000596210			ENSG00000269388			transcribed_processed_pseudogene
19763	chr5.1078	chr5	37379099	37379668	+	832		promoter-TSS (ENST00000265107.9)	protein_coding-promoter-TSS (ENST00000265107.9)	65	ENST00000265107.9	ENSG00000082068	ENST00000505799			WDR70			protein_coding
19771	chr10.2454	chr10	73467685	73468605	+	832		promoter-TSS (ENST00000430762.6)	protein_coding-promoter-TSS (ENST00000430762.6)	-526	ENST00000430762.6	ENSG00000107758	ENST00000430762			PPP3CB			protein_coding
19781	chr16.246	chr16	1104732	1105520	+	832		exon (ENST00000564813.3, exon 1 of 4)	unprocessed_pseudogene-exon (ENST00000564813.3, exon 1 of 4)	335	ENST00000564813.3	ENSG00000260702	ENST00000564813			ENSG00000260702			unprocessed_pseudogene
19805	chr1.3330	chr1	23744042	23744615	+	831		intron (ENST00000487554.1, intron 1 of 3)	protein_coding-intron (ENST00000418390.7, intron 1 of 10)	294	ENST00000487554.1	ENSG00000011007	ENST00000613537			ELOA			protein_coding
19807	chr11.1389	chr11	17208410	17208929	+	831		promoter-TSS (ENST00000503729.2)	protein_coding-promoter-TSS (ENST00000503729.2)	516	ENST00000528644.5	ENSG00000070081	ENST00000530527			NUCB2			protein_coding
19809	chr19.5676	chr19	51198222	51198956	+	831		promoter-TSS (ENST00000598990.1)	unprocessed_pseudogene-promoter-TSS (ENST00000598990.1)	-266	ENST00000598990.1	ENSG00000269253	ENST00000598990			SIGLEC21P			unprocessed_pseudogene
19811	chr1.5555	chr1	44030960	44031942	+	831		promoter-TSS (ENST00000372306.7)	protein_coding-promoter-TSS (ENST00000372306.7)	11	ENST00000372310.8	ENSG00000196517	ENST00000357730			SLC6A9			protein_coding
19815	chrX.2535	chrX	151955476	151956060	+	831		promoter-TSS (ENST00000489333.1)	protein_coding-promoter-TSS (ENST00000489333.1)	67	ENST00000489333.1	ENSG00000102287	ENST00000465405			GABRE			protein_coding
19821	chr10.3367	chr10	94588744	94589266	+	831		intron (ENST00000698830.1, intron 14 of 21)	protein_coding-intron (ENST00000348459.10, intron 13 of 21)	776	ENST00000371327.3	ENSG00000119969	ENST00000475263			HELLS			protein_coding
19824	chr9.529	chr9	35914343	35914815	+	831		promoter-TSS (ENST00000650257.1)	protein_coding-promoter-TSS (ENST00000650257.1)	-882	ENST00000650257.1	ENSG00000235387	ENST00000443779			SPAAR			protein_coding
19826	chr14.2525	chr14	104012949	104013660	+	831		promoter-TSS (ENST00000485467.3)	misc_RNA-promoter-TSS (ENST00000485467.3)	-338	ENST00000485467.3	ENSG00000242894	ENST00000485467			RN7SL634P			misc_RNA
19838	chrX.233	chrX	12974918	12975383	+	831		promoter-TSS (ENST00000380633.1)	protein_coding-promoter-TSS (ENST00000380633.1)	40	ENST00000380636.1	ENSG00000205542	ENST00000451311			TMSB4X			protein_coding
19843	chr1.2227	chr1	15827865	15828306	+	831		promoter-TSS (ENST00000321418.6)	processed_pseudogene-promoter-TSS (ENST00000321418.6)	-147	ENST00000321418.6	ENSG00000178715	ENST00000321418			ENSG00000178715			processed_pseudogene
19845	chr19.2061	chr19	12775142	12775649	+	830		intron (ENST00000593143.5, intron 1 of 2)	protein_coding-intron (ENST00000264827.9, intron 1 of 21)	128	ENST00000678590.1	ENSG00000095066	ENST00000592512			HOOK2			protein_coding
19850	chr8.840	chr8	23329819	23330310	+	830		promoter-TSS (ENST00000519809.5)	protein_coding-promoter-TSS (ENST00000519809.5)	-949	ENST00000519809.5	ENSG00000134013	ENST00000519243			LOXL2			protein_coding
19861	chr22.862	chr22	23969615	23970175	+	830		TTS (ENST00000609736.1)	lncRNA-TTS (ENST00000609736.1)	684	ENST00000609736.1	ENSG00000272787	ENST00000609736			ENSG00000272787			lncRNA
19882	chr7.2676	chr7	73465770	73466520	+	830		intron (ENST00000466844.1, intron 1 of 2)	protein_coding-intron (ENST00000339594.9, intron 10 of 19)	242	ENST00000466844.1	ENSG00000009954	ENST00000339594			BAZ1B			protein_coding
19883	chr17.4460	chr17	64490003	64490530	+	830		TTS (ENST00000578997.1)	protein_coding-TTS (ENST00000578997.1)	703	ENST00000577506.5	ENSG00000256525	ENST00000585104			POLG2			protein_coding
19891	chr17.1018	chr17	17822443	17823009	+	830		intron (ENST00000395757.6, intron 1 of 18)	protein_coding-intron (ENST00000261646.11, intron 1 of 18)	868	ENST00000476994.1	ENSG00000072310	ENST00000447641			SREBF1			protein_coding
19898	chr19.3747	chr19	36310772	36311283	+	830		exon (ENST00000586340.1, exon 1 of 1)	lncRNA-exon (ENST00000586340.1, exon 1 of 1)	669	ENST00000586340.1	ENSG00000267053	ENST00000702927			ENSG00000267053			lncRNA
19900	chr9.1402	chr9	97094515	97095085	+	830		promoter-TSS (ENST00000411675.1)	processed_pseudogene-promoter-TSS (ENST00000411675.1)	-162	ENST00000411675.1	ENSG00000228038	ENST00000411675			VN1R51P			processed_pseudogene
19914	chr3.2574	chr3	58152883	58153533	+	829		exon (ENST00000682503.1, exon 1 of 8)	protein_coding-exon (ENST00000682503.1, exon 1 of 8)	400	ENST00000682503.1	ENSG00000136068	ENST00000470231			FLNB			protein_coding
19922	chr16.2366	chr16	30503181	30503644	+	829		promoter-TSS (ENST00000580665.1)	miRNA-promoter-TSS (ENST00000580665.1)	-507	ENST00000580665.1	ENSG00000266305	ENST00000580665			MIR4518			miRNA
19941	chr16.2406	chr16	30751634	30752167	+	829		promoter-TSS (ENST00000569684.1)	protein_coding-promoter-TSS (ENST00000569684.1)	-594	ENST00000569684.1	ENSG00000156873	ENST00000328273			PHKG2			protein_coding
19961	chr19.4603	chr19	44529177	44529832	+	828		promoter-TSS (ENST00000611497.4)	protein_coding-promoter-TSS (ENST00000611497.4)	21	ENST00000620096.4	ENSG00000273777	ENST00000614577			CEACAM20			protein_coding
19968	chr1.11252	chr1	206730032	206731345	+	828		promoter-TSS (ENST00000479009.1)	protein_coding-promoter-TSS (ENST00000479009.1)	-600	ENST00000479009.1	ENSG00000162889	ENST00000294981			MAPKAPK2			protein_coding
19973	chr19.5597	chr19	50871835	50872832	+	828		promoter-TSS (ENST00000600690.5)	protein_coding-promoter-TSS (ENST00000600690.5)	-965	ENST00000600690.5	ENSG00000167751	ENST00000391810			KLK2			protein_coding
19977	chr3.775	chr3	14302582	14303122	+	828		intron (ENST00000525575.1, intron 1 of 1)	lncRNA-intron (ENST00000525575.1, intron 1 of 1)	993	ENST00000525575.1	ENSG00000255021	ENST00000525575			ENSG00000255021			lncRNA
19981	chr5.3480	chr5	141257440	141259194	+	828		promoter-TSS (ENST00000616254.1)	processed_pseudogene-promoter-TSS (ENST00000616254.1)	-918	ENST00000616254.1	ENSG00000277795	ENST00000616254			ENSG00000277795			processed_pseudogene
19988	chr5.372	chr5	1294599	1295636	+	828		promoter-TSS (ENST00000310581.10)	protein_coding-promoter-TSS (ENST00000310581.10)	-49	ENST00000310581.10	ENSG00000164362	ENST00000667927			TERT			protein_coding
19997	chr1.7743	chr1	111173360	111173830	+	828		intron (ENST00000473474.5, intron 1 of 5)	protein_coding-intron (ENST00000357172.9, intron 4 of 8)	457	ENST00000473474.5	ENSG00000134255	ENST00000700750			CEPT1			protein_coding
20009	chr19.4509	chr19	43100550	43101106	+	828		promoter-TSS (ENST00000635346.1)	lncRNA-promoter-TSS (ENST00000635346.1)	-733	ENST00000635346.1	ENSG00000282943	ENST00000635495			ENSG00000282943			lncRNA
20016	chr12.3550	chr12	110135795	110136365	+	828		promoter-TSS (ENST00000549009.1)	protein_coding-promoter-TSS (ENST00000549009.1)	-727	ENST00000549009.1	ENSG00000122970	ENST00000549009			IFT81			protein_coding
20019	chr8.3898	chr8	144313431	144314119	+	828		TTS (ENST00000525023.1)	lncRNA-TTS (ENST00000525023.1)	734	ENST00000528842.1	ENSG00000185122	ENST00000527328			HSF1			protein_coding
20021	chr16.821	chr16	3988864	3989522	+	828		promoter-TSS (ENST00000576936.5)	protein_coding-promoter-TSS (ENST00000576936.5)	-193	ENST00000576936.5	ENSG00000162104	ENST00000575550			ADCY9			protein_coding
20041	chr9.3330	chr9	133355961	133356565	+	827		promoter-TSS (ENST00000371964.5)	protein_coding-promoter-TSS (ENST00000371964.5)	57	ENST00000437995.1	ENSG00000148290	ENST00000463965			SURF1			protein_coding
20042	chr16.712	chr16	3057991	3059082	+	827		promoter-TSS (ENST00000573953.1)	lncRNA-promoter-TSS (ENST00000573953.1)	-89	ENST00000573953.1	ENSG00000261971	ENST00000570949			MMP25-AS1			lncRNA
20048	chr6.330	chr6	5030810	5031325	+	827		TTS (ENST00000606227.1)	lncRNA-TTS (ENST00000606227.1)	991	ENST00000606767.1	ENSG00000272142	ENST00000654506			LYRM4-AS1			lncRNA
20069	chr14.2248	chr14	100912914	100913331	+	827		promoter-TSS (ENST00000553421.1)	lncRNA-promoter-TSS (ENST00000553421.1)	-262	ENST00000553421.1	ENSG00000225746	ENST00000657772			MEG8			lncRNA
20070	chr19.2699	chr19	17487974	17488508	+	827		promoter-TSS (ENST00000593701.5)	protein_coding-promoter-TSS (ENST00000593701.5)	-519	ENST00000593701.5	ENSG00000130304	ENST00000599965			SLC27A1			protein_coding
20071	chr19.5524	chr19	50384861	50385483	+	827		intron (ENST00000600859.5, intron 1 of 25)	protein_coding-intron (ENST00000440232.7, intron 1 of 26)	799	ENST00000593887.2	ENSG00000062822	ENST00000593887			POLD1			protein_coding
20079	chrX.1911	chrX	117973186	117973748	+	827		exon (ENST00000262820.7, exon 1 of 7)	protein_coding-exon (ENST00000262820.7, exon 1 of 7)	112	ENST00000371878.5	ENSG00000003096	ENST00000371882			KLHL13			protein_coding
20087	chr7.4523	chr7	128789982	128790719	+	826		promoter-TSS (ENST00000485998.6)	protein_coding-promoter-TSS (ENST00000485998.6)	-407	ENST00000485998.6	ENSG00000128596	ENST00000485832			CCDC136			protein_coding
20097	chr5.3973	chr5	151038450	151038966	+	826		intron (ENST00000610874.4, intron 12 of 15)	protein_coding-intron (ENST00000315050.11, intron 12 of 17)	490	ENST00000517504.5	ENSG00000145901	ENST00000517504			TNIP1			protein_coding
20098	chr14.2273	chr14	101120939	101121561	+	826		promoter-TSS (ENST00000673361.2)	lncRNA-promoter-TSS (ENST00000673361.2)	47	ENST00000687606.2	ENSG00000288302	ENST00000673361			ENSG00000288302			lncRNA
20104	chr11.105	chr11	665660	666231	+	826		promoter-TSS (ENST00000527799.1)	lncRNA-promoter-TSS (ENST00000527799.1)	35	ENST00000527799.1	ENSG00000255158	ENST00000527799			ENSG00000255158			lncRNA
20107	chr12.2828	chr12	89919025	89920258	+	826		promoter-TSS (ENST00000549551.1)	lncRNA-promoter-TSS (ENST00000549551.1)	-51	ENST00000549551.1	ENSG00000258216	ENST00000652964			ENSG00000258216			lncRNA
20113	chr6.1667	chr6	31527644	31528556	+	826		promoter-TSS (ENST00000376191.3)	protein_coding-promoter-TSS (ENST00000376191.3)	-14	ENST00000416625.1	ENSG00000225499	ENST00000416625			RPL15P4			processed_pseudogene
20120	chr19.2065	chr19	12787119	12787600	+	826		TTS (ENST00000585074.1)	miRNA-TTS (ENST00000585074.1)	231	ENST00000585074.1	ENSG00000263800	ENST00000585074			MIR5684			miRNA
20143	chr1.2515	chr1	17634337	17634950	+	826		intron (ENST00000482359.1, intron 1 of 2)	protein_coding-intron (ENST00000167825.5, intron 3 of 15)	386	ENST00000482359.1	ENSG00000074964	ENST00000375415			ARHGEF10L			protein_coding
20150	chr16.2384	chr16	30584625	30585095	+	826		TTS (ENST00000492040.1)	lncRNA-TTS (ENST00000492040.1)	637	ENST00000567773.1	ENSG00000197162	ENST00000562128			ZNF785			protein_coding
20152	chr2.4663	chr2	130344905	130345437	+	825		promoter-TSS (ENST00000460100.1)	protein_coding-promoter-TSS (ENST00000460100.1)	-462	ENST00000460100.1	ENSG00000136718	ENST00000428740			IMP4			protein_coding
20158	chr7.3015	chr7	76961154	76961624	+	825		intron (ENST00000636708.1, intron 1 of 3)	lncRNA-intron (ENST00000636308.1, intron 1 of 14)	818	ENST00000636708.1	ENSG00000265479	ENST00000579700			DTX2P1-UPK3BP1-PMS2P11			lncRNA
20167	chr16.123	chr16	672850	673347	+	825		TTS (ENST00000561711.1)	protein_coding-TTS (ENST00000561711.1)	306	ENST00000562957.1	ENSG00000140983	ENST00000568636			RHOT2			protein_coding
20175	chr1.3929	chr1	27849500	27850182	+	825		promoter-TSS (ENST00000486634.2)	protein_coding-promoter-TSS (ENST00000486634.2)	-252	ENST00000486634.2	ENSG00000117751	ENST00000311772			PPP1R8			protein_coding
20176	chr20.2038	chr20	46020705	46021279	+	825		promoter-TSS (ENST00000413737.2)	protein_coding-promoter-TSS (ENST00000413737.2)	-698	ENST00000454036.6	ENSG00000124140	ENST00000626937			SLC12A5			protein_coding
20190	chr1.1917	chr1	11858401	11858894	+	825		intron (ENST00000376468.4, intron 1 of 2)	protein_coding-intron (ENST00000376468.4, intron 1 of 2)	298	ENST00000376468.4	ENSG00000120937	ENST00000376468			NPPB			protein_coding
20196	chrX.2625	chrX	152915050	152915554	+	825		intron (ENST00000695776.1, intron 4 of 24)	protein_coding-intron (ENST00000318504.12, intron 3 of 20)	812	ENST00000535861.6	ENSG00000147394	ENST00000370268			ZNF185			protein_coding
20200	chr22.2312	chr22	42857996	42858606	+	825		promoter-TSS (ENST00000435208.1)	protein_coding-promoter-TSS (ENST00000435208.1)	-195	ENST00000435208.1	ENSG00000242247	ENST00000493606			ARFGAP3			protein_coding
20205	chr11.1663	chr11	32395724	32396294	+	824		TTS (ENST00000527775.1)	protein_coding-TTS (ENST00000527775.1)	436	ENST00000651819.1	ENSG00000184937	ENST00000652724			WT1			protein_coding
20209	chr17.2112	chr17	36600281	36600785	+	824		TTS (ENST00000612538.1)	protein_coding-TTS (ENST00000612538.1)	839	ENST00000617959.1	ENSG00000278535	ENST00000621871			DHRS11			protein_coding
20212	chr1.308	chr1	1631152	1635228	+	824		promoter-TSS (ENST00000435358.5)	protein_coding-promoter-TSS (ENST00000435358.5)	-13	ENST00000503792.1	ENSG00000189409	ENST00000503792			MMP23B			protein_coding
20250	chr6.5862	chr6	166999978	167000644	+	823		promoter-TSS (ENST00000649589.1)	lncRNA-promoter-TSS (ENST00000649589.1)	694	ENST00000476078.1	ENSG00000213066	ENST00000496181			CEP43			protein_coding
20253	chr19.5754	chr19	51600460	51601101	+	823		promoter-TSS (ENST00000597710.1)	transcribed_processed_pseudogene-promoter-TSS (ENST00000597710.1)	-932	ENST00000597710.1	ENSG00000269388	ENST00000596210			ENSG00000269388			transcribed_processed_pseudogene
